Date,Close
4/8/2019,191.789993
4/9/2019,189.259995
4/10/2019,192.100006
4/11/2019,191.539993
4/12/2019,190.009995
4/15/2019,184.699997
4/16/2019,188.210007
4/17/2019,187.289993
4/18/2019,186.300003
4/22/2019,188.470001
4/23/2019,190.669998
4/24/2019,191.169998
4/25/2019,186.910004
4/26/2019,178.089996
4/29/2019,179.330002
4/30/2019,181
5/1/2019,180.470001
5/2/2019,183.190002
5/3/2019,183.009995
5/6/2019,179.850006
5/7/2019,173.110001
5/8/2019,173.919998
5/9/2019,170.190002
5/10/2019,168.820007
5/13/2019,158.449997
5/14/2019,162.039993
5/15/2019,159.580002
5/16/2019,160.190002
5/17/2019,156.529999
5/20/2019,151.75
5/21/2019,155.059998
5/22/2019,152.199997
5/23/2019,147.320007
5/24/2019,145.149994
5/28/2019,143.330002
5/29/2019,140.339996
5/30/2019,139.110001
5/31/2019,135.460007
6/3/2019,133.779999
6/4/2019,143
6/5/2019,141.279999
6/6/2019,143.779999
6/7/2019,145.5
6/10/2019,148.429993
6/11/2019,150.75
6/12/2019,146.199997
6/13/2019,148.259995
6/14/2019,144.639999
6/17/2019,145.029999
6/18/2019,152.880005
6/19/2019,153.119995
6/20/2019,154.100006
6/21/2019,151.759995
6/24/2019,152.660004
6/25/2019,151.479996
6/26/2019,159.259995
6/27/2019,163.229996
6/28/2019,164.229996
7/1/2019,166.169998
7/2/2019,162.229996
7/3/2019,162.75
7/5/2019,160.229996
7/8/2019,157.210007
7/9/2019,157.309998
7/10/2019,160.059998
7/11/2019,166.279999
7/12/2019,167.610001
7/15/2019,167.270004
7/16/2019,167.080002
7/17/2019,169.710007
7/18/2019,170.179993
7/19/2019,168.440002
7/22/2019,171.320007
7/23/2019,175.660004
7/24/2019,178.660004
7/25/2019,173.380005
7/26/2019,175.070007
7/29/2019,174.820007
7/30/2019,175.449997
7/31/2019,168.720001
8/1/2019,164.919998
8/2/2019,161.190002
8/5/2019,150.789993
8/6/2019,152.350006
8/7/2019,153.889999
8/8/2019,158.259995
8/9/2019,154.179993
8/12/2019,151.449997
8/13/2019,156.050003
8/14/2019,150.070007
8/15/2019,148.770004
8/16/2019,159.559998
8/19/2019,170.779999
8/20/2019,167.869995
8/21/2019,171.229996
8/22/2019,171.479996
8/23/2019,162.440002
8/26/2019,165.449997
8/27/2019,161.800003
8/28/2019,161.220001
8/29/2019,167
8/30/2019,167.509995
9/3/2019,164.169998
9/4/2019,168.759995
9/5/2019,179.740005
9/6/2019,178.649994
9/9/2019,180.5
9/10/2019,183.179993
9/11/2019,184.330002
9/12/2019,184.270004
9/13/2019,181.940002
9/16/2019,180.210007
9/17/2019,181.070007
9/18/2019,179.979996
9/19/2019,176.940002
9/20/2019,172.690002
9/23/2019,174.839996
9/24/2019,172.529999
9/25/2019,178.229996
9/26/2019,177.339996
9/27/2019,171.759995
9/30/2019,174.070007
10/1/2019,174
10/2/2019,173.039993
10/3/2019,181.309998
10/4/2019,181.970001
10/7/2019,184.330002
10/8/2019,177.229996
10/9/2019,180.710007
10/10/2019,183.029999
10/11/2019,185.990005
10/14/2019,186.529999
10/15/2019,196.369995
10/16/2019,194.210007
10/17/2019,194.289993
10/18/2019,190.490005
10/21/2019,196.009995
10/22/2019,195.610001
10/23/2019,195.089996
10/24/2019,196.860001
10/25/2019,204.539993
10/28/2019,206.789993
10/29/2019,202.919998
10/30/2019,203
10/31/2019,201.020004
11/1/2019,202.589996
11/4/2019,210.5
11/5/2019,209.610001
11/6/2019,207.630005
11/7/2019,208.339996
11/8/2019,207.779999
11/11/2019,208.179993
11/12/2019,209.610001
11/13/2019,208.570007
11/14/2019,209.789993
11/15/2019,204.190002
11/18/2019,212.279999
11/19/2019,207.990005
11/20/2019,211.179993
11/21/2019,210.179993
11/22/2019,210.889999
11/25/2019,221.210007
11/26/2019,217
11/27/2019,218.240005
11/29/2019,216.740005
12/2/2019,209.25
12/3/2019,207.660004
12/4/2019,209.419998
12/5/2019,208.740005
12/6/2019,212.169998
12/9/2019,212.169998
12/10/2019,213.979996
12/11/2019,217.339996
12/12/2019,224.070007
12/13/2019,223.990005
12/16/2019,225.149994
12/17/2019,228.289993
12/18/2019,229.509995
12/19/2019,235.460007
12/20/2019,239.369995
12/23/2019,238.820007
12/24/2019,238.619995
12/26/2019,239.190002
12/27/2019,236.869995
12/30/2019,232.320007
12/31/2019,235.300003
1/2/2020,239.910004
1/3/2020,236.070007
1/6/2020,237.059998
1/7/2020,239.929993
1/8/2020,240.380005
1/9/2020,243.020004
1/10/2020,244.320007
1/13/2020,251.979996
1/14/2020,247.279999
1/15/2020,245.570007
1/16/2020,248.929993
1/17/2020,249.279999
1/21/2020,247.940002
1/22/2020,250.110001
1/23/2020,252.860001
1/24/2020,250.479996
1/27/2020,240.199997
1/28/2020,247.970001
1/29/2020,245.539993
1/30/2020,245.809998
1/31/2020,236.429993
2/3/2020,240.330002
2/4/2020,247.130005
2/5/2020,250.759995
2/6/2020,254.25
2/7/2020,251.589996
2/10/2020,262.970001
2/11/2020,267.890015
2/12/2020,272.540009
2/13/2020,270.779999
2/14/2020,289.790009
2/18/2020,296.570007
2/19/2020,314.700012
2/20/2020,308.700012
2/21/2020,294.070007
2/24/2020,273.279999
2/25/2020,262.049988
2/26/2020,267.649994
2/27/2020,252.600006
2/28/2020,270.070007
3/2/2020,276.429993
3/3/2020,265.890015
3/4/2020,284.51001
3/5/2020,273.290009
3/6/2020,266.040009
3/9/2020,245.440002
3/10/2020,261.079987
3/11/2020,246.470001
3/12/2020,216.309998
3/13/2020,240.839996
3/16/2020,196.399994
3/17/2020,217.270004
3/18/2020,202.820007
3/19/2020,212.970001
3/20/2020,205.75
3/23/2020,212.690002
3/24/2020,249.179993
3/25/2020,245.619995
3/26/2020,257.23999
3/27/2020,252.729996
3/30/2020,265.589996
3/31/2020,263.600006
4/1/2020,243.070007
4/2/2020,255.470001
4/3/2020,243.910004
